id,separationtype,cease_date,dete_start_date,role_start_date,position,classification,region,business_unit,employment_status,career_move_to_public_sector,career_move_to_private_sector,interpersonal_conflicts,job_dissatisfaction,dissatisfaction_with_the_department,physical_work_environment,lack_of_recognition,lack_of_job_security,work_location,employment_conditions,maternity/family,relocation,study/travel,ill_health,traumatic_incident,work_life_balance,workload,none_of_the_above,gender,age,aboriginal,torres_strait,south_sea,disability,nesb,cease_year,institute_service,institute,Institute,WorkArea,Contributing Factors. Career Move - Public Sector ,Contributing Factors. Career Move - Private Sector ,Contributing Factors. Career Move - Self-employment,Contributing Factors. Ill Health,Contributing Factors. Maternity/Family,Contributing Factors. Dissatisfaction,Contributing Factors. Job Dissatisfaction,Contributing Factors. Interpersonal Conflict,Contributing Factors. Study,Contributing Factors. Travel,Contributing Factors. Other,Contributing Factors. NONE,role_service,dissatisfied,service_cat,age_group
537.0,Resignation-Other reasons,2013,2007.0,2012.0,Teacher Aide,,Metropolitan,Education Queensland,Permanent Full-time,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
539.0,Resignation-Other reasons,2013,,,Teacher,Primary,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,,,,,,,2013.0,,DETE,,,,,,,,,,,,,,,,0.0,,
540.0,Resignation-Other reasons,2013,2007.0,2009.0,Public Servant,A01-A04,North Coast,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
542.0,Resignation-Other reasons,2013,1996.0,2012.0,Public Servant,A01-A04,South East,,Permanent Part-time,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
544.0,Resignation-Other employer,2013,2011.0,2011.0,Professional Officer,PO1-PO4,South East,,Permanent Full-time,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
548.0,Resignation-Other employer,2013,2010.0,2012.0,Teacher Aide,,Metropolitan,,Permanent Full-time,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
551.0,Resignation-Other reasons,2013,2000.0,2005.0,Teacher,Primary,South East,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Male,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
552.0,Resignation-Move overseas/interstate,2013,2011.0,2011.0,Schools Officer,,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Male,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
553.0,Resignation-Other reasons,2013,2005.0,2013.0,Teacher,Special Education,Central Queensland,,Permanent Part-time,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,,,,,,,2013.0,15705.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
558.0,Resignation-Move overseas/interstate,07/2013,2011.0,2011.0,Teacher,Middle,North Queensland,,Permanent Full-time,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,Female,,,,,,,2013.0,15886.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
563.0,Resignation-Move overseas/interstate,06/2013,2012.0,2012.0,Cleaner,,Central Office,Education Queensland,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2013.0,15856.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
564.0,Resignation-Other reasons,06/2013,1990.0,2011.0,Teacher,Secondary,North Queensland,,Permanent Full-time,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,Female,,,,,,,2013.0,15856.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
569.0,Resignation-Other reasons,06/2013,2000.0,,Teacher Aide,,Central Office,Education Queensland,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,Female,,,,,,,2013.0,15856.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
570.0,Resignation-Other reasons,07/2013,2010.0,2010.0,Schools Officer,,North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Male,,,,,,,2013.0,15886.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
572.0,Resignation-Other reasons,07/2013,1998.0,2008.0,Business Service Manager,,Darling Downs South West,,Permanent Full-time,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2013.0,15886.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
576.0,Resignation-Other reasons,07/2013,2004.0,2005.0,Public Servant,AO5-AO7,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,Female,,,,,,,2013.0,15886.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
577.0,Resignation-Other reasons,06/2013,2004.0,,Teacher Aide,,,,Permanent Part-time,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,Female,,,,,,,2013.0,15856.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
578.0,Resignation-Other employer,09/2013,1994.0,1998.0,Teacher,Primary,North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,,,,,,,2013.0,15948.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
585.0,Resignation-Other employer,07/2013,2008.0,2008.0,School Administrative Staff,,,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Female,,,,,,,2013.0,15886.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
586.0,Resignation-Move overseas/interstate,06/2013,2012.0,2013.0,Teacher Aide,,,,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,,,,,,,2013.0,15856.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
587.0,Resignation-Move overseas/interstate,09/2010,1999.0,2000.0,Teacher,Special Education,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,Female,,,,,,,2010.0,14852.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
589.0,Resignation-Other employer,06/2013,2011.0,2011.0,Other,,South East,,Temporary Part-time,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Male,,,,,,Yes,2013.0,15856.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
590.0,Resignation-Other reasons,09/2013,1985.0,1989.0,Other,,Metropolitan,,Permanent Full-time,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,Male,,,,,,Yes,2013.0,15948.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
591.0,Resignation-Other employer,01/2014,2005.0,2012.0,Public Servant,,Metropolitan,,Permanent Full-time,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,Female,,,,,,,2014.0,16070.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
593.0,Resignation-Other reasons,06/2013,2001.0,2010.0,Cleaner,,North Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,,,,,,,2013.0,15856.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
594.0,Resignation-Other reasons,06/2013,2005.0,2009.0,Teacher,Secondary,,,Permanent Full-time,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,True,True,False,Female,,,,,,,2013.0,15856.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
602.0,Resignation-Other employer,07/2013,2010.0,2010.0,Public Servant,AO5-AO7,Central Office,Other,Permanent Full-time,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,,,,,,,2013.0,15886.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
605.0,Resignation-Other reasons,07/2013,1996.0,1996.0,Schools Officer,,,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,,,,,,,2013.0,15886.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
608.0,Resignation-Other reasons,06/2013,2004.0,2011.0,Teacher,Primary,,,Permanent Part-time,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,,,,,,,2013.0,15856.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
609.0,Resignation-Other reasons,07/2013,2004.0,2012.0,Teacher,Secondary,Far North Queensland,,Permanent Full-time,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,Female,,,,,,,2013.0,15886.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
611.0,Resignation-Other reasons,06/2013,1989.0,1989.0,Teacher Aide,,South East,,Permanent Part-time,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Female,,,,,,,2013.0,15856.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
613.0,Resignation-Other reasons,06/2013,1993.0,1999.0,Teacher,Primary,South East,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,,,,,,,2013.0,15856.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
614.0,Resignation-Move overseas/interstate,06/2013,2010.0,2010.0,Teacher Aide,,,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,,,,,,,2013.0,15856.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
618.0,Resignation-Other reasons,09/2013,1996.0,2008.0,Teacher,Secondary,North Queensland,,Permanent Part-time,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,Female,,,,,,,2013.0,15948.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
620.0,Resignation-Other employer,06/2013,2003.0,2004.0,Teacher,Special Education,South East,,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2013.0,15856.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
622.0,Resignation-Other reasons,06/2013,1983.0,2012.0,Teacher,Primary,Central Queensland,,Permanent Part-time,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,,,,,,,2013.0,15856.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
624.0,Resignation-Move overseas/interstate,07/2013,2004.0,2007.0,Teacher,Special Education,Metropolitan,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,,,,,,,2013.0,15886.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
626.0,Resignation-Other reasons,05/2013,2011.0,2011.0,Cleaner,,Central Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,,,,,,,2013.0,15825.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
627.0,Resignation-Other reasons,05/2013,2010.0,2010.0,Public Servant,A01-A04,Central Office,Other,Permanent Part-time,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,,,,,,,2013.0,15825.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
632.0,Resignation-Other reasons,08/2013,2006.0,2008.0,Teacher Aide,,South East,,Permanent Part-time,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,Male,,,,,Yes,,2013.0,15917.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
638.0,Resignation-Other reasons,09/2013,2013.0,2013.0,Teacher Aide,,Darling Downs South West,,Casual,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,,,,,,,2013.0,15948.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
642.0,Resignation-Move overseas/interstate,09/2013,2010.0,2010.0,"School Based Professional Staff (Therapist, nurse, etc)",,North Coast,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,,,,,,,2013.0,15948.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
643.0,Resignation-Move overseas/interstate,09/2013,2010.0,2010.0,Teacher Aide,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,,,,,,Yes,2013.0,15948.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
648.0,Resignation-Other reasons,09/2013,1992.0,1997.0,Technical Officer,,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,,,,,,,2013.0,15948.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
650.0,Resignation-Other employer,09/2013,1995.0,2008.0,Teacher Aide,,South East,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2013.0,15948.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
651.0,Resignation-Other employer,10/2013,1996.0,2003.0,Head of Curriculum/Head of Special Education,,North Coast,,Permanent Full-time,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,,,,,,,2013.0,15978.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
652.0,Resignation-Other reasons,09/2013,2010.0,2012.0,Teacher,Primary,Central Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,,,,,,,2013.0,15948.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
653.0,Resignation-Move overseas/interstate,08/2013,1986.0,1993.0,Head of Curriculum/Head of Special Education,,South East,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Female,,,,,,Yes,2013.0,15917.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
659.0,Resignation-Move overseas/interstate,09/2013,1971.0,2002.0,Teacher,Secondary,Metropolitan,,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,,,,,,2013.0,15948.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
660.0,Resignation-Other reasons,08/2013,1998.0,,Teacher Aide,Primary,,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,Yes,,,,,2013.0,15917.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
663.0,Resignation-Other reasons,09/2013,,,Teacher,Primary,Central Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,,,,,,,2013.0,,DETE,,,,,,,,,,,,,,,,0.0,,
666.0,Resignation-Other employer,01/2014,1999.0,2013.0,Head of Curriculum/Head of Special Education,,North Coast,,Permanent Full-time,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,Male,,,,,,,2014.0,16070.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
668.0,Resignation-Other employer,01/2014,2012.0,2013.0,Public Servant,A01-A04,Central Office,Information and Technologies,Temporary Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,,,,,2014.0,16070.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
669.0,Resignation-Other reasons,12/2013,2011.0,2011.0,Teacher Aide,,South East,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,,,,,,,2013.0,16039.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
671.0,Resignation-Move overseas/interstate,12/2013,2013.0,2013.0,"School Based Professional Staff (Therapist, nurse, etc)",,Metropolitan,,Temporary Full-time,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2013.0,16039.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
672.0,Resignation-Move overseas/interstate,12/2013,2013.0,2013.0,"School Based Professional Staff (Therapist, nurse, etc)",,Metropolitan,,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,,,,,,,2013.0,16039.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
673.0,Resignation-Other employer,12/2013,2009.0,2009.0,Teacher,Primary,North Coast,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2013.0,16039.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
678.0,Resignation-Other employer,01/2014,2010.0,2011.0,Teacher,Secondary,Far North Queensland,,Permanent Full-time,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2014.0,16070.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
680.0,Resignation-Move overseas/interstate,12/2013,2012.0,2012.0,,,Central Queensland,,Casual,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,,,,,,,2013.0,16039.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
684.0,Resignation-Other employer,11/2013,1988.0,1991.0,Teacher,Secondary,North Coast,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,2013.0,16009.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
685.0,Resignation-Other employer,,2011.0,2012.0,Teacher,Primary,Central Queensland,,Permanent Full-time,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Male,,,,,,,,,DETE,,,,,,,,,,,,,,,,0.0,,
686.0,Resignation-Other employer,11/2013,2004.0,2004.0,Schools Officer,,South East,,Permanent Full-time,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,Female,,,,,,,2013.0,16009.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
687.0,Resignation-Other employer,01/2014,1985.0,2010.0,Public Servant,AO8 and Above,Central Office,Corporate Strategy and Peformance,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,,,,,2014.0,16070.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
689.0,Resignation-Other reasons,11/2013,2013.0,2013.0,Teacher Aide,,Darling Downs South West,,Permanent Part-time,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2013.0,16009.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
692.0,Resignation-Move overseas/interstate,01/2014,2004.0,2004.0,Teacher,Secondary,South East,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,Female,,,,,,,2014.0,16070.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
693.0,Resignation-Other employer,01/2014,1998.0,2013.0,Teacher,,Darling Downs South West,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2014.0,16070.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
694.0,Resignation-Other reasons,12/2013,2012.0,2012.0,Teacher,Secondary,North Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Female,,,,,,,2013.0,16039.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
695.0,Resignation-Move overseas/interstate,01/2014,2010.0,2010.0,Teacher,Secondary,South East,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Male,,,,,,,2014.0,16070.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
696.0,Resignation-Other reasons,,2012.0,,Teacher Aide,,Metropolitan,,Casual,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,,,,,,,,,DETE,,,,,,,,,,,,,,,,0.0,,
698.0,Resignation-Move overseas/interstate,10/2013,2008.0,2008.0,Teacher Aide,,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,,Yes,,,,,2013.0,15978.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
700.0,Resignation-Other reasons,11/2013,2010.0,2010.0,Cleaner,,Central Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,,,,,,,2013.0,16009.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
702.0,Resignation-Other employer,11/2013,2007.0,2013.0,Other,,Central Office,Information and Technologies,Casual,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,,,,,2013.0,16009.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
703.0,Resignation-Other reasons,08/2013,1988.0,1988.0,Teacher,Primary,Central Queensland,,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2013.0,15917.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
705.0,Resignation-Move overseas/interstate,10/2013,2013.0,2013.0,Public Servant,A01-A04,Central Office,"Policy, Research, Legislation",Permanent Full-time,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2013.0,15978.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
706.0,Resignation-Other reasons,,2006.0,2007.0,Teacher Aide,,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,Female,,,,,,,,,DETE,,,,,,,,,,,,,,,,0.0,,
711.0,Resignation-Other employer,,,,Teacher,Primary,Central Office,Education Queensland,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,,,,,,,,,DETE,,,,,,,,,,,,,,,,0.0,,
714.0,Resignation-Other reasons,12/2013,,,Teacher Aide,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Female,,,,,,,2013.0,,DETE,,,,,,,,,,,,,,,,0.0,,
718.0,Resignation-Other reasons,12/2013,2000.0,2001.0,Teacher Aide,,Metropolitan,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,,,,,,,2013.0,16039.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
726.0,Resignation-Other reasons,,1984.0,,Teacher,Primary,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Female,,,,,,,,,DETE,,,,,,,,,,,,,,,,0.0,,
728.0,Resignation-Other employer,01/2014,1975.0,1987.0,Head of Curriculum/Head of Special Education,,Far North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,Male,,,,,,,2014.0,16070.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
729.0,Resignation-Other reasons,01/2014,1980.0,2003.0,Teacher,Secondary,North Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,Female,,,,,,,2014.0,16070.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
732.0,Resignation-Other employer,12/2013,1999.0,1999.0,Teacher Aide,,,,Permanent Part-time,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2013.0,16039.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
733.0,Resignation-Other reasons,01/2014,1992.0,1997.0,Technical Officer,,Central Queensland,,Permanent Full-time,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,Male,,,,,,,2014.0,16070.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
737.0,Resignation-Move overseas/interstate,10/2013,2006.0,,Cleaner,,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,Female,,,,,,,2013.0,15978.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
739.0,Resignation-Other reasons,10/2013,1999.0,2004.0,Teacher,Special Education,South East,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Male,,,,,,,2013.0,15978.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
746.0,Resignation-Other employer,12/2013,1991.0,2004.0,Public Servant,A01-A04,Central Office,Information and Technologies,Permanent Full-time,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,,,,,,,2013.0,16039.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
749.0,Resignation-Move overseas/interstate,01/2014,2008.0,2008.0,Teacher,Primary,North Coast,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,Female,,,,,,,2014.0,16070.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
753.0,Resignation-Other reasons,12/2013,2005.0,2005.0,Cleaner,,Central Office,Education Queensland,Permanent Part-time,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,,,,,2013.0,16039.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
754.0,Resignation-Other reasons,11/2013,1998.0,,Teacher Aide,,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,Female,,,,,Yes,,2013.0,16009.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
755.0,Resignation-Other employer,11/2013,2004.0,2011.0,Teacher,Primary,Central Queensland,,Permanent Full-time,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,Female,,,,,,,2013.0,16009.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
757.0,Resignation-Other employer,12/2013,2012.0,2013.0,Teacher,Primary,Central Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,,,,,,,2013.0,16039.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
764.0,Resignation-Other employer,07/2006,2006.0,2006.0,Teacher,Primary,Metropolitan,,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,,2006.0,13329.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
768.0,Resignation-Other employer,01/2014,2007.0,2007.0,Teacher,Primary,Metropolitan,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,,,,,2014.0,16070.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
771.0,Resignation-Other reasons,11/2013,2008.0,,Teacher Aide,,South East,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,,,,,,,2013.0,16009.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
772.0,Resignation-Other reasons,,1987.0,1987.0,Cleaner,,Darling Downs South West,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,,,,,,,,,DETE,,,,,,,,,,,,,,,,0.0,,
773.0,Resignation-Other employer,01/2014,2002.0,2007.0,Head of Curriculum/Head of Special Education,,Central Queensland,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,,,,,,,2014.0,16070.0,DETE,,,,,,,,,,,,,,,,0.0,Veteran,
776.0,Resignation-Other employer,,2005.0,2005.0,Teacher Aide,,Central Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,,,,,,,,,DETE,,,,,,,,,,,,,,,,0.0,,
